codigo,detalle,costo,alicuota_iva,punto_pedido,marca,rubro,codigo_barra
0986B06263,BATERIA BOSCH 0986B06263,244000,21,2,Bosch,ELECTRICIDAD,7792000000795
M18ED,ALTERNADOR MOURA M18ED,136000,21,4,Moura,ELECTRICIDAD,7792000000796
814071,BATERIA VALEO 814071,173000,21,3,Valeo,ELECTRICIDAD,7792000000797
71LE,REGULADOR VOLTAJE WILLARD 71LE,225800,21,3,Willard,ELECTRICIDAD,7792000000798
95LD,REGULADOR VOLTAJE WILLARD 95LD,217700,21,4,Willard,ELECTRICIDAD,7792000000799
805041,REGULADOR VOLTAJE VALEO 805041,171700,21,2,Valeo,ELECTRICIDAD,7792000000800
825747,BATERIA VALEO 825747,149800,21,2,Valeo,ELECTRICIDAD,7792000000801
0986B05141,MOTOR ARRANQUE BOSCH 0986B05141,120800,21,4,Bosch,ELECTRICIDAD,7792000000802
0986AF9434,REGULADOR VOLTAJE BOSCH 0986AF9434,78000,21,3,Bosch,ELECTRICIDAD,7792000000803
0986AF3916,REGULADOR VOLTAJE BOSCH 0986AF3916,58800,21,3,Bosch,ELECTRICIDAD,7792000000804
813620,ALTERNADOR VALEO 813620,152000,21,3,Valeo,ELECTRICIDAD,7792000000805
809600,MOTOR ARRANQUE VALEO 809600,90100,21,2,Valeo,ELECTRICIDAD,7792000000806
806854,BATERIA VALEO 806854,131700,21,4,Valeo,ELECTRICIDAD,7792000000807
105LE,ALTERNADOR WILLARD 105LE,235400,21,3,Willard,ELECTRICIDAD,7792000000808
0986AF3317,MOTOR ARRANQUE BOSCH 0986AF3317,155000,21,2,Bosch,ELECTRICIDAD,7792000000809
19LE,BATERIA WILLARD 19LE,112800,21,3,Willard,ELECTRICIDAD,7792000000810
87LD,ALTERNADOR WILLARD 87LD,50400,21,5,Willard,ELECTRICIDAD,7792000000811
88LD,REGULADOR VOLTAJE WILLARD 88LD,133700,21,3,Willard,ELECTRICIDAD,7792000000812
0986AF9516,ALTERNADOR BOSCH 0986AF9516,232300,21,2,Bosch,ELECTRICIDAD,7792000000813
802296,REGULADOR VOLTAJE VALEO 802296,235900,21,4,Valeo,ELECTRICIDAD,7792000000814
M23KD,REGULADOR VOLTAJE MOURA M23KD,137100,21,3,Moura,ELECTRICIDAD,7792000000815
68LE,BATERIA WILLARD 68LE,136800,21,4,Willard,ELECTRICIDAD,7792000000816
0986B07338,ALTERNADOR BOSCH 0986B07338,125100,21,3,Bosch,ELECTRICIDAD,7792000000817
817282,BATERIA VALEO 817282,55000,21,4,Valeo,ELECTRICIDAD,7792000000818
806089,MOTOR ARRANQUE VALEO 806089,42900,21,3,Valeo,ELECTRICIDAD,7792000000819
0986TB9194,MOTOR ARRANQUE BOSCH 0986TB9194,250000,21,2,Bosch,ELECTRICIDAD,7792000000820
0986TB2201,REGULADOR VOLTAJE BOSCH 0986TB2201,233300,21,4,Bosch,ELECTRICIDAD,7792000000821
M24KD,BATERIA MOURA M24KD,250400,21,3,Moura,ELECTRICIDAD,7792000000822
93HE,BATERIA WILLARD 93HE,196100,21,3,Willard,ELECTRICIDAD,7792000000823
71LD,BATERIA WILLARD 71LD,68000,21,4,Willard,ELECTRICIDAD,7792000000824
0986AF8775,BATERIA BOSCH 0986AF8775,69500,21,2,Bosch,ELECTRICIDAD,7792000000825
107HE,REGULADOR VOLTAJE WILLARD 107HE,228700,21,3,Willard,ELECTRICIDAD,7792000000826
51HE,REGULADOR VOLTAJE WILLARD 51HE,233700,21,3,Willard,ELECTRICIDAD,7792000000827
822585,BATERIA VALEO 822585,181800,21,2,Valeo,ELECTRICIDAD,7792000000828
821422,ALTERNADOR VALEO 821422,230400,21,2,Valeo,ELECTRICIDAD,7792000000829
29HE,ALTERNADOR WILLARD 29HE,176600,21,4,Willard,ELECTRICIDAD,7792000000830
0986AF2781,ALTERNADOR BOSCH 0986AF2781,202700,21,2,Bosch,ELECTRICIDAD,7792000000831
823223,MOTOR ARRANQUE VALEO 823223,49400,21,5,Valeo,ELECTRICIDAD,7792000000832
803312,BATERIA VALEO 803312,238200,21,4,Valeo,ELECTRICIDAD,7792000000833
808899,ALTERNADOR VALEO 808899,116500,21,2,Valeo,ELECTRICIDAD,7792000000834
0986AF3144,MOTOR ARRANQUE BOSCH 0986AF3144,130400,21,4,Bosch,ELECTRICIDAD,7792000000835
77HE,ALTERNADOR WILLARD 77HE,208700,21,4,Willard,ELECTRICIDAD,7792000000836
M18FD,BATERIA MOURA M18FD,77100,21,3,Moura,ELECTRICIDAD,7792000000837
808238,REGULADOR VOLTAJE VALEO 808238,100300,21,2,Valeo,ELECTRICIDAD,7792000000838
0986B01729,BATERIA BOSCH 0986B01729,184400,21,3,Bosch,ELECTRICIDAD,7792000000839
819110,ALTERNADOR VALEO 819110,216800,21,2,Valeo,ELECTRICIDAD,7792000000840
0986TB2487,ALTERNADOR BOSCH 0986TB2487,167700,21,3,Bosch,ELECTRICIDAD,7792000000841
23HE,REGULADOR VOLTAJE WILLARD 23HE,54900,21,3,Willard,ELECTRICIDAD,7792000000842
804665,REGULADOR VOLTAJE VALEO 804665,123800,21,2,Valeo,ELECTRICIDAD,7792000000843
M20ED,MOTOR ARRANQUE MOURA M20ED,230300,21,2,Moura,ELECTRICIDAD,7792000000844
52HE,ALTERNADOR WILLARD 52HE,157100,21,4,Willard,ELECTRICIDAD,7792000000845
815903,MOTOR ARRANQUE VALEO 815903,83000,21,3,Valeo,ELECTRICIDAD,7792000000846
56LD,MOTOR ARRANQUE WILLARD 56LD,61400,21,4,Willard,ELECTRICIDAD,7792000000847
21LD,MOTOR ARRANQUE WILLARD 21LD,58800,21,5,Willard,ELECTRICIDAD,7792000000848
820935,ALTERNADOR VALEO 820935,128300,21,2,Valeo,ELECTRICIDAD,7792000000849
34HE,BATERIA WILLARD 34HE,219700,21,4,Willard,ELECTRICIDAD,7792000000850
93LE,ALTERNADOR WILLARD 93LE,247700,21,2,Willard,ELECTRICIDAD,7792000000851
M19KD,BATERIA MOURA M19KD,76800,21,2,Moura,ELECTRICIDAD,7792000000852
90LE,MOTOR ARRANQUE WILLARD 90LE,254500,21,3,Willard,ELECTRICIDAD,7792000000853
M26FD,ALTERNADOR MOURA M26FD,197800,21,2,Moura,ELECTRICIDAD,7792000000854
805766,BATERIA VALEO 805766,231300,21,3,Valeo,ELECTRICIDAD,7792000000855
812842,MOTOR ARRANQUE VALEO 812842,49100,21,3,Valeo,ELECTRICIDAD,7792000000856
813529,ALTERNADOR VALEO 813529,46800,21,6,Valeo,ELECTRICIDAD,7792000000857
65LE,BATERIA WILLARD 65LE,145800,21,2,Willard,ELECTRICIDAD,7792000000858
816033,MOTOR ARRANQUE VALEO 816033,199600,21,4,Valeo,ELECTRICIDAD,7792000000859
0986TB6772,ALTERNADOR BOSCH 0986TB6772,89900,21,4,Bosch,ELECTRICIDAD,7792000000860
13LE,REGULADOR VOLTAJE WILLARD 13LE,124600,21,2,Willard,ELECTRICIDAD,7792000000861
67HE,BATERIA WILLARD 67HE,142300,21,3,Willard,ELECTRICIDAD,7792000000862
32HE,MOTOR ARRANQUE WILLARD 32HE,216900,21,2,Willard,ELECTRICIDAD,7792000000863
811024,MOTOR ARRANQUE VALEO 811024,255100,21,3,Valeo,ELECTRICIDAD,7792000000864
0986B05613,MOTOR ARRANQUE BOSCH 0986B05613,225900,21,4,Bosch,ELECTRICIDAD,7792000000865
820916,REGULADOR VOLTAJE VALEO 820916,246800,21,4,Valeo,ELECTRICIDAD,7792000000866
820987,BATERIA VALEO 820987,147900,21,4,Valeo,ELECTRICIDAD,7792000000867
27LE,REGULADOR VOLTAJE WILLARD 27LE,222500,21,4,Willard,ELECTRICIDAD,7792000000868
805845,REGULADOR VOLTAJE VALEO 805845,230400,21,3,Valeo,ELECTRICIDAD,7792000000869
101LD,BATERIA WILLARD 101LD,125700,21,3,Willard,ELECTRICIDAD,7792000000870
106LD,ALTERNADOR WILLARD 106LD,109300,21,4,Willard,ELECTRICIDAD,7792000000871
803338,MOTOR ARRANQUE VALEO 803338,59700,21,3,Valeo,ELECTRICIDAD,7792000000872
64LE,BATERIA WILLARD 64LE,129500,21,4,Willard,ELECTRICIDAD,7792000000873
807146,REGULADOR VOLTAJE VALEO 807146,81700,21,3,Valeo,ELECTRICIDAD,7792000000874
61HE,BATERIA WILLARD 61HE,68900,21,2,Willard,ELECTRICIDAD,7792000000875
805400,MOTOR ARRANQUE VALEO 805400,239800,21,4,Valeo,ELECTRICIDAD,7792000000876
822616,MOTOR ARRANQUE VALEO 822616,111400,21,2,Valeo,ELECTRICIDAD,7792000000877
801888,BATERIA VALEO 801888,134700,21,2,Valeo,ELECTRICIDAD,7792000000878
0986TB1698,ALTERNADOR BOSCH 0986TB1698,66400,21,2,Bosch,ELECTRICIDAD,7792000000879
820417,ALTERNADOR VALEO 820417,189200,21,2,Valeo,ELECTRICIDAD,7792000000880
0986B09145,ALTERNADOR BOSCH 0986B09145,71400,21,2,Bosch,ELECTRICIDAD,7792000000881
0986B07734,BATERIA BOSCH 0986B07734,159200,21,4,Bosch,ELECTRICIDAD,7792000000882
0986B09778,ALTERNADOR BOSCH 0986B09778,244000,21,4,Bosch,ELECTRICIDAD,7792000000883
825334,MOTOR ARRANQUE VALEO 825334,178700,21,3,Valeo,ELECTRICIDAD,7792000000884
807425,REGULADOR VOLTAJE VALEO 807425,127200,21,3,Valeo,ELECTRICIDAD,7792000000885
822926,BATERIA VALEO 822926,248700,21,3,Valeo,ELECTRICIDAD,7792000000886
82LE,MOTOR ARRANQUE WILLARD 82LE,49000,21,3,Willard,ELECTRICIDAD,7792000000887
813493,MOTOR ARRANQUE VALEO 813493,236300,21,4,Valeo,ELECTRICIDAD,7792000000888
M20FD,BATERIA MOURA M20FD,223000,21,2,Moura,ELECTRICIDAD,7792000000889
41HE,REGULADOR VOLTAJE WILLARD 41HE,231000,21,2,Willard,ELECTRICIDAD,7792000000890
0986AF8935,MOTOR ARRANQUE BOSCH 0986AF8935,203500,21,3,Bosch,ELECTRICIDAD,7792000000891
819342,MOTOR ARRANQUE VALEO 819342,252300,21,3,Valeo,ELECTRICIDAD,7792000000892
106HE,ALTERNADOR WILLARD 106HE,202300,21,3,Willard,ELECTRICIDAD,7792000000893
103LD,BATERIA WILLARD 103LD,111800,21,3,Willard,ELECTRICIDAD,7792000000894
810331,BATERIA VALEO 810331,232100,21,4,Valeo,ELECTRICIDAD,7792000000895
M24FD,REGULADOR VOLTAJE MOURA M24FD,180400,21,2,Moura,ELECTRICIDAD,7792000000896
826276,BATERIA VALEO 826276,233700,21,4,Valeo,ELECTRICIDAD,7792000000897
640378,RULEMAN RUEDA FAG 640378,32600,21,4,FAG,RODAMIENTOS,7792000000898
615297,CRAPODINA FAG 615297,47100,21,3,FAG,RODAMIENTOS,7792000000899
6118DDU,MAZA RUEDA C/RODAMIENTO NSK 6118DDU,42400,21,5,NSK,RODAMIENTOS,7792000000900
F-374515,RODAMIENTO INA F-374515,54500,21,4,INA,RODAMIENTOS,7792000000901
6036DDU,CRAPODINA NSK 6036DDU,32600,21,6,NSK,RODAMIENTOS,7792000000902
F-583047,RODAMIENTO INA F-583047,46100,21,4,INA,RODAMIENTOS,7792000000903
6186DDU,RULEMAN RUEDA NSK 6186DDU,18700,21,10,NSK,RODAMIENTOS,7792000000904
6203DDU,RODAMIENTO NSK 6203DDU,45500,21,5,NSK,RODAMIENTOS,7792000000905
VKBA3430,MAZA RUEDA C/RODAMIENTO SKF VKBA3430,38900,21,4,SKF,RODAMIENTOS,7792000000906
6159DDU,RULEMAN RUEDA NSK 6159DDU,50200,21,6,NSK,RODAMIENTOS,7792000000907
6236DDU,MAZA RUEDA C/RODAMIENTO NSK 6236DDU,52100,21,4,NSK,RODAMIENTOS,7792000000908
VKM13295,RULEMAN RUEDA SKF VKM13295,9600,21,12,SKF,RODAMIENTOS,7792000000909
VKBA3401,RODAMIENTO SKF VKBA3401,5600,21,20,SKF,RODAMIENTOS,7792000000910
6360DDU,CRAPODINA NSK 6360DDU,48200,21,6,NSK,RODAMIENTOS,7792000000911
F-145388,RULEMAN RUEDA INA F-145388,31900,21,5,INA,RODAMIENTOS,7792000000912
690175,CRAPODINA FAG 690175,12500,21,8,FAG,RODAMIENTOS,7792000000913
F-172155,RODAMIENTO INA F-172155,54000,21,4,INA,RODAMIENTOS,7792000000914
583175,RULEMAN RUEDA FAG 583175,38100,21,5,FAG,RODAMIENTOS,7792000000915
536674,RULEMAN RUEDA FAG 536674,57900,21,6,FAG,RODAMIENTOS,7792000000916
531185,MAZA RUEDA C/RODAMIENTO FAG 531185,6500,21,20,FAG,RODAMIENTOS,7792000000917
VKBA3544,RULEMAN RUEDA SKF VKBA3544,59200,21,6,SKF,RODAMIENTOS,7792000000918
6050DDU,RODAMIENTO NSK 6050DDU,54900,21,4,NSK,RODAMIENTOS,7792000000919
F-157602,RULEMAN RUEDA INA F-157602,41000,21,4,INA,RODAMIENTOS,7792000000920
F-513215,RODAMIENTO INA F-513215,41900,21,6,INA,RODAMIENTOS,7792000000921
6154DDU,RODAMIENTO NSK 6154DDU,29300,21,5,NSK,RODAMIENTOS,7792000000922
6338DDU,RODAMIENTO NSK 6338DDU,13800,21,6,NSK,RODAMIENTOS,7792000000923
F-562055,RODAMIENTO INA F-562055,58000,21,5,INA,RODAMIENTOS,7792000000924
6245-2RS,RODAMIENTO SKF 6245-2RS,26900,21,5,SKF,RODAMIENTOS,7792000000925
F-588082,RODAMIENTO INA F-588082,54200,21,6,INA,RODAMIENTOS,7792000000926
F-172327,RODAMIENTO INA F-172327,50300,21,4,INA,RODAMIENTOS,7792000000927
669608,MAZA RUEDA C/RODAMIENTO FAG 669608,29500,21,6,FAG,RODAMIENTOS,7792000000928
694984,CRAPODINA FAG 694984,43800,21,4,FAG,RODAMIENTOS,7792000000929
652709,MAZA RUEDA C/RODAMIENTO FAG 652709,15000,21,8,FAG,RODAMIENTOS,7792000000930
562813,MAZA RUEDA C/RODAMIENTO FAG 562813,24300,21,10,FAG,RODAMIENTOS,7792000000931
6345DDU,CRAPODINA NSK 6345DDU,31400,21,3,NSK,RODAMIENTOS,7792000000932
VKM11830,MAZA RUEDA C/RODAMIENTO SKF VKM11830,59600,21,6,SKF,RODAMIENTOS,7792000000933
VKBA3818,MAZA RUEDA C/RODAMIENTO SKF VKBA3818,59200,21,6,SKF,RODAMIENTOS,7792000000934
F-128540,MAZA RUEDA C/RODAMIENTO INA F-128540,48800,21,6,INA,RODAMIENTOS,7792000000935
F-329133,RULEMAN RUEDA INA F-329133,61200,21,3,INA,RODAMIENTOS,7792000000936
6280DDU,RULEMAN RUEDA NSK 6280DDU,52700,21,5,NSK,RODAMIENTOS,7792000000937
VKBA3456,RULEMAN RUEDA SKF VKBA3456,28200,21,4,SKF,RODAMIENTOS,7792000000938
6104DDU,RULEMAN RUEDA NSK 6104DDU,33600,21,6,NSK,RODAMIENTOS,7792000000939
F-118791,CRAPODINA INA F-118791,30300,21,6,INA,RODAMIENTOS,7792000000940
F-457823,RODAMIENTO INA F-457823,48300,21,6,INA,RODAMIENTOS,7792000000941
VKM11102,CRAPODINA SKF VKM11102,17200,21,6,SKF,RODAMIENTOS,7792000000942
553335,MAZA RUEDA C/RODAMIENTO FAG 553335,26100,21,4,FAG,RODAMIENTOS,7792000000943
VKBA3594,CRAPODINA SKF VKBA3594,18900,21,8,SKF,RODAMIENTOS,7792000000944
6369DDU,RULEMAN RUEDA NSK 6369DDU,23800,21,8,NSK,RODAMIENTOS,7792000000945
VKM12660,RULEMAN RUEDA SKF VKM12660,39800,21,4,SKF,RODAMIENTOS,7792000000946
578772,MAZA RUEDA C/RODAMIENTO FAG 578772,48800,21,6,FAG,RODAMIENTOS,7792000000947
F-384474,RULEMAN RUEDA INA F-384474,54700,21,3,INA,RODAMIENTOS,7792000000948
VKM13131,RODAMIENTO SKF VKM13131,20100,21,10,SKF,RODAMIENTOS,7792000000949
F-437900,RULEMAN RUEDA INA F-437900,37300,21,4,INA,RODAMIENTOS,7792000000950
F-516655,CRAPODINA INA F-516655,11100,21,6,INA,RODAMIENTOS,7792000000951
F-263441,RODAMIENTO INA F-263441,54000,21,3,INA,RODAMIENTOS,7792000000952
VKM13109,RODAMIENTO SKF VKM13109,53700,21,4,SKF,RODAMIENTOS,7792000000953
VKBA3807,MAZA RUEDA C/RODAMIENTO SKF VKBA3807,45200,21,6,SKF,RODAMIENTOS,7792000000954
670088,RULEMAN RUEDA FAG 670088,25200,21,6,FAG,RODAMIENTOS,7792000000955
F-262082,RULEMAN RUEDA INA F-262082,59100,21,3,INA,RODAMIENTOS,7792000000956
606204,RODAMIENTO FAG 606204,45300,21,3,FAG,RODAMIENTOS,7792000000957
6049DDU,RODAMIENTO NSK 6049DDU,14800,21,6,NSK,RODAMIENTOS,7792000000958
VKBA3419,RODAMIENTO SKF VKBA3419,47500,21,4,SKF,RODAMIENTOS,7792000000959
F-511726,RODAMIENTO INA F-511726,27000,21,5,INA,RODAMIENTOS,7792000000960
6357-2RS,RULEMAN RUEDA SKF 6357-2RS,28100,21,5,SKF,RODAMIENTOS,7792000000961
6349DDU,MAZA RUEDA C/RODAMIENTO NSK 6349DDU,13700,21,6,NSK,RODAMIENTOS,7792000000962
F-528883,RODAMIENTO INA F-528883,25100,21,5,INA,RODAMIENTOS,7792000000963
F-175515,RULEMAN RUEDA INA F-175515,45300,21,3,INA,RODAMIENTOS,7792000000964
F-510701,CRAPODINA INA F-510701,33400,21,6,INA,RODAMIENTOS,7792000000965
F-465391,RODAMIENTO INA F-465391,44900,21,3,INA,RODAMIENTOS,7792000000966
595589,RODAMIENTO FAG 595589,19500,21,10,FAG,RODAMIENTOS,7792000000967
6244-2RS,RULEMAN RUEDA SKF 6244-2RS,61400,21,2,SKF,RODAMIENTOS,7792000000968
585450,RULEMAN RUEDA FAG 585450,8700,21,12,FAG,RODAMIENTOS,7792000000969
VKM11596,MAZA RUEDA C/RODAMIENTO SKF VKM11596,24900,21,8,SKF,RODAMIENTOS,7792000000970
F-222563,MAZA RUEDA C/RODAMIENTO INA F-222563,52500,21,5,INA,RODAMIENTOS,7792000000971
6147DDU,MAZA RUEDA C/RODAMIENTO NSK 6147DDU,25300,21,5,NSK,RODAMIENTOS,7792000000972
F-177427,RULEMAN RUEDA INA F-177427,41400,21,4,INA,RODAMIENTOS,7792000000973
VKBA3440,MAZA RUEDA C/RODAMIENTO SKF VKBA3440,34300,21,5,SKF,RODAMIENTOS,7792000000974
666409,RODAMIENTO FAG 666409,44900,21,3,FAG,RODAMIENTOS,7792000000975
640866,RULEMAN RUEDA FAG 640866,55400,21,3,FAG,RODAMIENTOS,7792000000976
F-344146,CRAPODINA INA F-344146,47500,21,3,INA,RODAMIENTOS,7792000000977
6057DDU,CRAPODINA NSK 6057DDU,39800,21,3,NSK,RODAMIENTOS,7792000000978
545576,RODAMIENTO FAG 545576,29400,21,5,FAG,RODAMIENTOS,7792000000979
6093DDU,RULEMAN RUEDA NSK 6093DDU,26100,21,3,NSK,RODAMIENTOS,7792000000980
575175,CRAPODINA FAG 575175,12900,21,6,FAG,RODAMIENTOS,7792000000981
6074DDU,CRAPODINA NSK 6074DDU,46300,21,6,NSK,RODAMIENTOS,7792000000982
6400DDU,CRAPODINA NSK 6400DDU,6900,21,12,NSK,RODAMIENTOS,7792000000983
6275DDU,CRAPODINA NSK 6275DDU,56700,21,4,NSK,RODAMIENTOS,7792000000984
6263DDU,RODAMIENTO NSK 6263DDU,10500,21,8,NSK,RODAMIENTOS,7792000000985
VKBA3468,MAZA RUEDA C/RODAMIENTO SKF VKBA3468,10100,21,8,SKF,RODAMIENTOS,7792000000986
6297DDU,MAZA RUEDA C/RODAMIENTO NSK 6297DDU,56600,21,6,NSK,RODAMIENTOS,7792000000987
599989,MAZA RUEDA C/RODAMIENTO FAG 599989,5300,21,24,FAG,RODAMIENTOS,7792000000988
VKM13816,RODAMIENTO SKF VKM13816,14000,21,10,SKF,RODAMIENTOS,7792000000989
VKM11841,RULEMAN RUEDA SKF VKM11841,15600,21,10,SKF,RODAMIENTOS,7792000000990
6242-2RS,RODAMIENTO SKF 6242-2RS,11800,21,6,SKF,RODAMIENTOS,7792000000991
F-272448,RULEMAN RUEDA INA F-272448,25600,21,3,INA,RODAMIENTOS,7792000000992
VKM12202,MAZA RUEDA C/RODAMIENTO SKF VKM12202,7600,21,16,SKF,RODAMIENTOS,7792000000993
F-254009,MAZA RUEDA C/RODAMIENTO INA F-254009,19000,21,8,INA,RODAMIENTOS,7792000000994
6145DDU,MAZA RUEDA C/RODAMIENTO NSK 6145DDU,37100,21,5,NSK,RODAMIENTOS,7792000000995
VKM13878,RULEMAN RUEDA SKF VKM13878,23200,21,6,SKF,RODAMIENTOS,7792000000996
F-164984,CRAPODINA INA F-164984,58400,21,4,INA,RODAMIENTOS,7792000000997
6048DDU,RODAMIENTO NSK 6048DDU,47200,21,3,NSK,RODAMIENTOS,7792000000998
6382-2RS,CRAPODINA SKF 6382-2RS,28700,21,5,SKF,RODAMIENTOS,7792000000999
F-103425,MAZA RUEDA C/RODAMIENTO INA F-103425,17200,21,10,INA,RODAMIENTOS,7792000001000
F-249654,RODAMIENTO INA F-249654,37300,21,3,INA,RODAMIENTOS,7792000001001
6384DDU,CRAPODINA NSK 6384DDU,25000,21,3,NSK,RODAMIENTOS,7792000001002
6100-2RS,CRAPODINA SKF 6100-2RS,24300,21,10,SKF,RODAMIENTOS,7792000001003
VKBA3525,CRAPODINA SKF VKBA3525,35700,21,3,SKF,RODAMIENTOS,7792000001004
VKM12082,RULEMAN RUEDA SKF VKM12082,50500,21,4,SKF,RODAMIENTOS,7792000001005
F-537502,MAZA RUEDA C/RODAMIENTO INA F-537502,22800,21,6,INA,RODAMIENTOS,7792000001006
F-423955,RODAMIENTO INA F-423955,53800,21,3,INA,RODAMIENTOS,7792000001007
F-492217,RULEMAN RUEDA INA F-492217,50800,21,3,INA,RODAMIENTOS,7792000001008
F-220590,CRAPODINA INA F-220590,37800,21,6,INA,RODAMIENTOS,7792000001009
6232DDU,CRAPODINA NSK 6232DDU,53000,21,5,NSK,RODAMIENTOS,7792000001010
6313DDU,RODAMIENTO NSK 6313DDU,26900,21,6,NSK,RODAMIENTOS,7792000001011
6113DDU,RODAMIENTO NSK 6113DDU,5300,21,12,NSK,RODAMIENTOS,7792000001012
596057,MAZA RUEDA C/RODAMIENTO FAG 596057,39500,21,5,FAG,RODAMIENTOS,7792000001013
6043DDU,MAZA RUEDA C/RODAMIENTO NSK 6043DDU,52800,21,4,NSK,RODAMIENTOS,7792000001014
602471,CRAPODINA FAG 602471,27400,21,4,FAG,RODAMIENTOS,7792000001015
VKBA3678,MAZA RUEDA C/RODAMIENTO SKF VKBA3678,33200,21,5,SKF,RODAMIENTOS,7792000001016
6078DDU,CRAPODINA NSK 6078DDU,60900,21,4,NSK,RODAMIENTOS,7792000001017
F-480196,CRAPODINA INA F-480196,20500,21,6,INA,RODAMIENTOS,7792000001018
VKBA3603,MAZA RUEDA C/RODAMIENTO SKF VKBA3603,54400,21,6,SKF,RODAMIENTOS,7792000001019
540914,MAZA RUEDA C/RODAMIENTO FAG 540914,55600,21,6,FAG,RODAMIENTOS,7792000001020
6394DDU,RODAMIENTO NSK 6394DDU,55100,21,4,NSK,RODAMIENTOS,7792000001021
664600,RODAMIENTO FAG 664600,16500,21,10,FAG,RODAMIENTOS,7792000001022
6128DDU,RODAMIENTO NSK 6128DDU,16000,21,10,NSK,RODAMIENTOS,7792000001023
VKM11171,RODAMIENTO SKF VKM11171,61700,21,2,SKF,RODAMIENTOS,7792000001024
586533,RODAMIENTO FAG 586533,24000,21,10,FAG,RODAMIENTOS,7792000001025
F-571082,RULEMAN RUEDA INA F-571082,21200,21,10,INA,RODAMIENTOS,7792000001026
F-412438,RODAMIENTO INA F-412438,34600,21,5,INA,RODAMIENTOS,7792000001027
F-333478,RULEMAN RUEDA INA F-333478,38900,21,6,INA,RODAMIENTOS,7792000001028
F-158906,RODAMIENTO INA F-158906,61600,21,4,INA,RODAMIENTOS,7792000001029
F-362644,RODAMIENTO INA F-362644,6800,21,20,INA,RODAMIENTOS,7792000001030
650426,MAZA RUEDA C/RODAMIENTO FAG 650426,32300,21,6,FAG,RODAMIENTOS,7792000001031
6140DDU,MAZA RUEDA C/RODAMIENTO NSK 6140DDU,50500,21,4,NSK,RODAMIENTOS,7792000001032
F-295139,MAZA RUEDA C/RODAMIENTO INA F-295139,48400,21,3,INA,RODAMIENTOS,7792000001033
F-520425,RODAMIENTO INA F-520425,39200,21,6,INA,RODAMIENTOS,7792000001034
6021DDU,RODAMIENTO NSK 6021DDU,15800,21,6,NSK,RODAMIENTOS,7792000001035
617282,RULEMAN RUEDA FAG 617282,29000,21,4,FAG,RODAMIENTOS,7792000001036
6332DDU,CRAPODINA NSK 6332DDU,59300,21,3,NSK,RODAMIENTOS,7792000001037
VKBA3788,RULEMAN RUEDA SKF VKBA3788,16300,21,6,SKF,RODAMIENTOS,7792000001038
573053,RODAMIENTO FAG 573053,32600,21,6,FAG,RODAMIENTOS,7792000001039
F-528774,RODAMIENTO INA F-528774,9100,21,20,INA,RODAMIENTOS,7792000001040
545879,CRAPODINA FAG 545879,12300,21,10,FAG,RODAMIENTOS,7792000001041
F-455401,CRAPODINA INA F-455401,7200,21,20,INA,RODAMIENTOS,7792000001042
6341DDU,CRAPODINA NSK 6341DDU,40600,21,6,NSK,RODAMIENTOS,7792000001043
F-419699,RULEMAN RUEDA INA F-419699,47200,21,5,INA,RODAMIENTOS,7792000001044
F-557059,RULEMAN RUEDA INA F-557059,23300,21,8,INA,RODAMIENTOS,7792000001045
677149,RODAMIENTO FAG 677149,58800,21,4,FAG,RODAMIENTOS,7792000001046
6071DDU,CRAPODINA NSK 6071DDU,40300,21,6,NSK,RODAMIENTOS,7792000001047
F-376954,MAZA RUEDA C/RODAMIENTO INA F-376954,33200,21,6,INA,RODAMIENTOS,7792000001048
633769,CRAPODINA FAG 633769,8200,21,20,FAG,RODAMIENTOS,7792000001049
0986TB1987,BUJIA BOSCH 0986TB1987,21800,21,10,Bosch,ENCENDIDO,7792000001050
0986TB8376,CABLE BUJIA JUEGO BOSCH 0986TB8376,4600,21,24,Bosch,ENCENDIDO,7792000001051
IK16,BUJIA DENSO IK16,21000,21,10,Denso,ENCENDIDO,7792000001052
IK21,BOBINA ENCENDIDO DENSO IK21,32200,21,6,Denso,ENCENDIDO,7792000001053
IK19,CABLE BUJIA JUEGO DENSO IK19,14500,21,10,Denso,ENCENDIDO,7792000001054
DCPR6E,BOBINA ENCENDIDO NGK DCPR6E,9400,21,20,NGK,ENCENDIDO,7792000001055
K20PR-U,BUJIA DENSO K20PR-U,8800,21,12,Denso,ENCENDIDO,7792000001056
DCPR7E,CABLE BUJIA JUEGO NGK DCPR7E,11700,21,8,NGK,ENCENDIDO,7792000001057
0986B09121,CABLE BUJIA JUEGO BOSCH 0986B09121,7100,21,20,Bosch,ENCENDIDO,7792000001058
0986TB3034,CABLE BUJIA JUEGO BOSCH 0986TB3034,9900,21,24,Bosch,ENCENDIDO,7792000001059
0986TB3408,BOBINA ENCENDIDO BOSCH 0986TB3408,23800,21,6,Bosch,ENCENDIDO,7792000001060
BPR6ES,CABLE BUJIA JUEGO NGK BPR6ES,40000,21,6,NGK,ENCENDIDO,7792000001061
K16PR-U,BUJIA DENSO K16PR-U,25500,21,5,Denso,ENCENDIDO,7792000001062
0986AF9677,BUJIA BOSCH 0986AF9677,29400,21,5,Bosch,ENCENDIDO,7792000001063
0986B08596,BUJIA BOSCH 0986B08596,10000,21,10,Bosch,ENCENDIDO,7792000001064
